lat;lon;crs;tas_anom
0.5;8.5;b'';1.4575121
0.5;9.5;b'';1.5527266
0.5;10.5;b'';1.6254346
0.5;11.5;b'';1.6629703
0.5;12.5;b'';1.6807985
0.5;13.5;b'';1.6947919
0.5;14.5;b'';1.6886892
0.5;15.5;b'';1.6811013
0.5;16.5;b'';1.6923994
0.5;17.5;b'';1.7075534
0.5;18.5;b'';1.773859
0.5;19.5;b'';1.8960584
0.5;20.5;b'';1.9285436
0.5;21.5;b'';1.8928344
0.5;22.5;b'';1.8568166
0.5;23.5;b'';1.7894895
0.5;24.5;b'';1.716497
0.5;25.5;b'';1.6776913
0.5;26.5;b'';1.639419
0.5;27.5;b'';1.6551466
0.5;28.5;b'';1.6728292
0.5;29.5;b'';1.6680517
0.5;30.5;b'';1.59761
0.5;31.5;b'';1.604468
0.5;32.5;b'';1.5871729
0.5;33.5;b'';1.560214
0.5;34.5;b'';1.5910215
0.5;35.5;b'';1.655152
0.5;36.5;b'';1.6876274
0.5;37.5;b'';1.6479597
0.5;38.5;b'';1.6248806
0.5;39.5;b'';1.5963606
0.5;40.5;b'';1.5748472
0.5;41.5;b'';1.5169911
0.5;42.5;b'';1.4881688
0.5;43.5;b'';1.4414835
0.5;44.5;b'';1.4326825
0.5;45.5;b'';1.44736
0.5;46.5;b'';1.463663
0.5;47.5;b'';1.4770716
0.5;48.5;b'';1.4802556
0.5;49.5;b'';1.4800655
0.5;50.5;b'';1.481413
0.5;51.5;b'';1.4796244
0.5;52.5;b'';1.4749671
0.5;53.5;b'';1.4695272
0.5;54.5;b'';1.4648038
0.5;55.5;b'';1.457447
0.5;56.5;b'';1.4508436
0.5;57.5;b'';1.4451474
0.5;58.5;b'';1.438061
0.5;59.5;b'';1.4292641
0.5;60.5;b'';1.4226949
0.5;61.5;b'';1.4154327
0.5;62.5;b'';1.4093277
0.5;63.5;b'';1.4027255
0.5;64.5;b'';1.3978215
0.5;65.5;b'';1.3926128
0.5;66.5;b'';1.386401
0.5;67.5;b'';1.379022
0.5;68.5;b'';1.3753148
0.5;69.5;b'';1.370556
0.5;70.5;b'';1.3675542
0.5;71.5;b'';1.3645294
0.5;72.5;b'';1.3623134
0.5;73.5;b'';1.3598065
0.5;74.5;b'';1.3569549
0.5;75.5;b'';1.353274
0.5;76.5;b'';1.3504514
0.5;77.5;b'';1.3475469
0.5;78.5;b'';1.3450015
0.5;79.5;b'';1.341819
0.5;80.5;b'';1.339537
0.5;81.5;b'';1.3361453
0.5;82.5;b'';1.3331808
0.5;83.5;b'';1.3300501
0.5;84.5;b'';1.327974
0.5;85.5;b'';1.3251814
0.5;86.5;b'';1.3204122
0.5;87.5;b'';1.3173045
0.5;88.5;b'';1.3134356
0.5;89.5;b'';1.3101811
0.5;90.5;b'';1.30928
0.5;91.5;b'';1.3075609
0.5;92.5;b'';1.3106877
0.5;93.5;b'';1.3120489
0.5;94.5;b'';1.3205942
0.5;95.5;b'';1.3289846
0.5;96.5;b'';1.3478885
0.5;97.5;b'';1.3858674
0.5;98.5;b'';1.4460673
0.5;99.5;b'';1.533941
0.5;100.5;b'';1.5967723
0.5;101.5;b'';1.569767
0.5;102.5;b'';1.5443357
0.5;103.5;b'';1.4501456
0.5;104.5;b'';1.3731041
0.5;105.5;b'';1.3599937
0.5;106.5;b'';1.3633319
0.5;107.5;b'';1.4279498
0.5;108.5;b'';1.474115
0.5;109.5;b'';1.5681887
0.5;110.5;b'';1.594615
0.5;111.5;b'';1.5968487
0.5;112.5;b'';1.5816404
0.5;113.5;b'';1.5868381
0.5;114.5;b'';1.5842654
0.5;115.5;b'';1.5832733
0.5;116.5;b'';1.5552332
0.5;117.5;b'';1.5025542
0.5;118.5;b'';1.4884583
0.5;119.5;b'';1.486071
0.5;120.5;b'';1.4764411
0.5;121.5;b'';1.4757243
0.5;122.5;b'';1.4457209
0.5;123.5;b'';1.4362384
0.5;124.5;b'';1.4054024
0.5;125.5;b'';1.3841726
0.5;126.5;b'';1.4073504
0.5;127.5;b'';1.4280103
0.5;128.5;b'';1.3967397
0.5;129.5;b'';1.3574208
0.5;130.5;b'';1.3515149
0.5;131.5;b'';1.3531548
0.5;132.5;b'';1.3544685
0.5;133.5;b'';1.3525877
0.5;134.5;b'';1.3510015
0.5;135.5;b'';1.3489027
0.5;136.5;b'';1.3503871
0.5;137.5;b'';1.3477535
0.5;138.5;b'';1.3472847
0.5;139.5;b'';1.347044
0.5;140.5;b'';1.3486927
0.5;141.5;b'';1.3498487
0.5;142.5;b'';1.3509735
0.5;143.5;b'';1.351064
0.5;144.5;b'';1.3513944
0.5;145.5;b'';1.3506342
0.5;146.5;b'';1.3499589
0.5;147.5;b'';1.3478858
0.5;148.5;b'';1.3480561
0.5;149.5;b'';1.3471639
0.5;150.5;b'';1.34571
0.5;151.5;b'';1.3451105
0.5;152.5;b'';1.3462222
0.5;153.5;b'';1.3470324
0.5;154.5;b'';1.3488251
0.5;155.5;b'';1.3506515
0.5;156.5;b'';1.3513724
0.5;157.5;b'';1.351341
0.5;158.5;b'';1.3526938
0.5;159.5;b'';1.3544043
0.5;160.5;b'';1.3564761
0.5;161.5;b'';1.3587209
0.5;162.5;b'';1.3598834
0.5;163.5;b'';1.3616687
0.5;164.5;b'';1.3619041
0.5;165.5;b'';1.3643771
0.5;166.5;b'';1.3670769
0.5;167.5;b'';1.3700775
0.5;168.5;b'';1.3732284
0.5;169.5;b'';1.3767835
0.5;170.5;b'';1.3785704
0.5;171.5;b'';1.3824211
0.5;172.5;b'';1.3844429
0.5;173.5;b'';1.3868681
0.5;174.5;b'';1.3897566
0.5;175.5;b'';1.390728
0.5;176.5;b'';1.3913859
0.5;177.5;b'';1.3949428
0.5;178.5;b'';1.3968185
0.5;179.5;b'';1.4001864
1.5;-179.5;b'';1.3980999
1.5;-178.5;b'';1.4003973
1.5;-177.5;b'';1.4033216
1.5;-176.5;b'';1.4056373
1.5;-175.5;b'';1.4076785
1.5;-174.5;b'';1.4102069
1.5;-173.5;b'';1.4124858
1.5;-172.5;b'';1.4162214
1.5;-171.5;b'';1.4176267
1.5;-170.5;b'';1.4201295
1.5;-169.5;b'';1.4226283
1.5;-168.5;b'';1.426206
1.5;-167.5;b'';1.4277279
1.5;-166.5;b'';1.4307653
1.5;-165.5;b'';1.4318744
1.5;-164.5;b'';1.4352754
1.5;-163.5;b'';1.4369624
1.5;-162.5;b'';1.4391032
1.5;-161.5;b'';1.4414399
1.5;-160.5;b'';1.4429328
1.5;-159.5;b'';1.4448853
1.5;-158.5;b'';1.4477392
1.5;-157.5;b'';1.4491147
1.5;-156.5;b'';1.4518191
1.5;-155.5;b'';1.454111
1.5;-154.5;b'';1.4557177
1.5;-153.5;b'';1.4585905
1.5;-152.5;b'';1.4601967
1.5;-151.5;b'';1.461383
1.5;-150.5;b'';1.4652158
1.5;-149.5;b'';1.4675664
1.5;-148.5;b'';1.4703199
1.5;-147.5;b'';1.4723003
1.5;-146.5;b'';1.4748912
1.5;-145.5;b'';1.47674
1.5;-144.5;b'';1.4794307
1.5;-143.5;b'';1.4828768
1.5;-142.5;b'';1.4862443
1.5;-141.5;b'';1.492082
1.5;-140.5;b'';1.4964582
1.5;-139.5;b'';1.5009966
1.5;-138.5;b'';1.5078038
1.5;-137.5;b'';1.5123978
1.5;-136.5;b'';1.5186493
1.5;-135.5;b'';1.5271161
1.5;-134.5;b'';1.5328343
1.5;-133.5;b'';1.5405912
1.5;-132.5;b'';1.5492699
1.5;-131.5;b'';1.5566994
1.5;-130.5;b'';1.5661819
1.5;-129.5;b'';1.573987
1.5;-128.5;b'';1.5845025
1.5;-127.5;b'';1.5938044
1.5;-126.5;b'';1.6038241
1.5;-125.5;b'';1.6144485
1.5;-124.5;b'';1.6283989
1.5;-123.5;b'';1.6412005
1.5;-122.5;b'';1.6557215
1.5;-121.5;b'';1.6688888
1.5;-120.5;b'';1.6799159
1.5;-119.5;b'';1.6904703
1.5;-118.5;b'';1.7032452
1.5;-117.5;b'';1.7127999
1.5;-116.5;b'';1.7243811
1.5;-115.5;b'';1.7351651
1.5;-114.5;b'';1.7433288
1.5;-113.5;b'';1.7554269
1.5;-112.5;b'';1.7655007
1.5;-111.5;b'';1.7729675
1.5;-110.5;b'';1.7843401
1.5;-109.5;b'';1.79222
1.5;-108.5;b'';1.7989964
1.5;-107.5;b'';1.8044788
1.5;-106.5;b'';1.8063922
1.5;-105.5;b'';1.8077611
1.5;-104.5;b'';1.8087283
1.5;-103.5;b'';1.8105278
1.5;-102.5;b'';1.8090675
1.5;-101.5;b'';1.8114321
1.5;-100.5;b'';1.8086066
1.5;-99.5;b'';1.8038806
1.5;-98.5;b'';1.7982925
1.5;-97.5;b'';1.7920289
1.5;-96.5;b'';1.7811193
1.5;-95.5;b'';1.7735964
1.5;-94.5;b'';1.7624962
1.5;-93.5;b'';1.7496597
1.5;-92.5;b'';1.7384008
1.5;-91.5;b'';1.726547
1.5;-90.5;b'';1.7161764
1.5;-89.5;b'';1.708516
1.5;-88.5;b'';1.6994398
1.5;-87.5;b'';1.6861254
1.5;-86.5;b'';1.6733348
1.5;-85.5;b'';1.6548953
1.5;-84.5;b'';1.6401955
1.5;-83.5;b'';1.6165297
1.5;-82.5;b'';1.6017166
1.5;-81.5;b'';1.5842258
1.5;-80.5;b'';1.5716375
1.5;-79.5;b'';1.5913945
1.5;-78.5;b'';1.6509563
1.5;-77.5;b'';1.7444081
1.5;-76.5;b'';1.8223717
1.5;-75.5;b'';1.9202471
1.5;-74.5;b'';1.9782717
1.5;-73.5;b'';1.95456
1.5;-72.5;b'';1.9464661
1.5;-71.5;b'';1.9472948
1.5;-70.5;b'';1.959712
1.5;-69.5;b'';1.9590561
1.5;-68.5;b'';1.983477
1.5;-67.5;b'';2.0133748
1.5;-66.5;b'';2.0591435
1.5;-65.5;b'';2.105367
1.5;-64.5;b'';2.1634617
1.5;-63.5;b'';2.2199993
1.5;-62.5;b'';2.2610917
1.5;-61.5;b'';2.2541668
1.5;-60.5;b'';2.249997
1.5;-59.5;b'';2.2468462
1.5;-58.5;b'';2.214422
1.5;-57.5;b'';2.2046294
1.5;-56.5;b'';2.204184
1.5;-55.5;b'';2.1633537
1.5;-54.5;b'';2.118792
1.5;-53.5;b'';2.0308895
1.5;-52.5;b'';1.8825836
1.5;-51.5;b'';1.6781083
1.5;-50.5;b'';1.5043991
1.5;-49.5;b'';1.3855654
1.5;-48.5;b'';1.3407278
1.5;-47.5;b'';1.3334701
1.5;-46.5;b'';1.3303947
1.5;-45.5;b'';1.3249928
1.5;-44.5;b'';1.3243219
1.5;-43.5;b'';1.322924
1.5;-42.5;b'';1.323184
1.5;-41.5;b'';1.3277637
1.5;-40.5;b'';1.334463
1.5;-39.5;b'';1.3401031
1.5;-38.5;b'';1.3494207
1.5;-37.5;b'';1.3616048
1.5;-36.5;b'';1.3731489
1.5;-35.5;b'';1.3834772
1.5;-34.5;b'';1.3965548
1.5;-33.5;b'';1.4056073
1.5;-32.5;b'';1.4151021
1.5;-31.5;b'';1.421419
1.5;-30.5;b'';1.429831
1.5;-29.5;b'';1.435903
1.5;-28.5;b'';1.4435539
1.5;-27.5;b'';1.4479572
1.5;-26.5;b'';1.4536393
1.5;-25.5;b'';1.4573215
1.5;-24.5;b'';1.4593039
1.5;-23.5;b'';1.4592422
1.5;-22.5;b'';1.4594901
1.5;-21.5;b'';1.4601145
1.5;-20.5;b'';1.4599502
1.5;-19.5;b'';1.4581671
1.5;-18.5;b'';1.4593935
1.5;-17.5;b'';1.4578236
1.5;-16.5;b'';1.4564555
1.5;-15.5;b'';1.4538188
1.5;-14.5;b'';1.451138
1.5;-13.5;b'';1.447951
1.5;-12.5;b'';1.4459139
1.5;-11.5;b'';1.4416739
1.5;-10.5;b'';1.4335775
1.5;-9.5;b'';1.4272261
1.5;-8.5;b'';1.4196248
1.5;-7.5;b'';1.4121237
1.5;-6.5;b'';1.3992157
1.5;-5.5;b'';1.3951049
1.5;-4.5;b'';1.3891988
1.5;-3.5;b'';1.3853338
1.5;-2.5;b'';1.3825333
1.5;-1.5;b'';1.3816379
1.5;-0.5;b'';1.3774518
1.5;0.5;b'';1.37905
1.5;1.5;b'';1.3784534
1.5;2.5;b'';1.3821404
1.5;3.5;b'';1.3910714
1.5;4.5;b'';1.3923129
1.5;5.5;b'';1.3974385
1.5;6.5;b'';1.3955013
1.5;7.5;b'';1.4144509
1.5;8.5;b'';1.4383942
1.5;9.5;b'';1.5283772
1.5;10.5;b'';1.6083816
1.5;11.5;b'';1.6575378
1.5;12.5;b'';1.681961
1.5;13.5;b'';1.6867934
1.5;14.5;b'';1.6731828
1.5;15.5;b'';1.6630099
1.5;16.5;b'';1.6764822
1.5;17.5;b'';1.6832309
1.5;18.5;b'';1.7088767
1.5;19.5;b'';1.7891502
1.5;20.5;b'';1.8221718
1.5;21.5;b'';1.7972507
1.5;22.5;b'';1.7650424
1.5;23.5;b'';1.723905
1.5;24.5;b'';1.6654738
1.5;25.5;b'';1.6416934
1.5;26.5;b'';1.6295395
1.5;27.5;b'';1.6545916
1.5;28.5;b'';1.6378535
1.5;29.5;b'';1.6666982
1.5;30.5;b'';1.5684962
1.5;31.5;b'';1.5911758
1.5;32.5;b'';1.5775204
1.5;33.5;b'';1.5772601
1.5;34.5;b'';1.6245557
1.5;35.5;b'';1.6581542
1.5;36.5;b'';1.6668924
1.5;37.5;b'';1.6564422
1.5;38.5;b'';1.6449455
1.5;39.5;b'';1.6177073
1.5;40.5;b'';1.5935379
1.5;41.5;b'';1.5419118
1.5;42.5;b'';1.5186212
1.5;43.5;b'';1.4797148
1.5;44.5;b'';1.448515
1.5;45.5;b'';1.448634
1.5;46.5;b'';1.4614866
1.5;47.5;b'';1.4767997
1.5;48.5;b'';1.4822892
1.5;49.5;b'';1.484735
1.5;50.5;b'';1.4858557
1.5;51.5;b'';1.484586
1.5;52.5;b'';1.4814692
1.5;53.5;b'';1.4758995
1.5;54.5;b'';1.4707003
1.5;55.5;b'';1.4635834
1.5;56.5;b'';1.457945
1.5;57.5;b'';1.4529524
1.5;58.5;b'';1.4458476
1.5;59.5;b'';1.4377809
1.5;60.5;b'';1.4321065
1.5;61.5;b'';1.4246424
1.5;62.5;b'';1.4180105
1.5;63.5;b'';1.4108328
1.5;64.5;b'';1.4049449
1.5;65.5;b'';1.3996342
1.5;66.5;b'';1.3937995
1.5;67.5;b'';1.3866735
1.5;68.5;b'';1.3831316
1.5;69.5;b'';1.3787913
1.5;70.5;b'';1.376092
1.5;71.5;b'';1.3725626
1.5;72.5;b'';1.3701345
1.5;73.5;b'';1.367215
1.5;74.5;b'';1.3634379
1.5;75.5;b'';1.3596268
1.5;76.5;b'';1.3568894
1.5;77.5;b'';1.3539462
1.5;78.5;b'';1.3524646
1.5;79.5;b'';1.3503481
1.5;80.5;b'';1.3494338
1.5;81.5;b'';1.3464704
1.5;82.5;b'';1.343631
1.5;83.5;b'';1.3408892
1.5;84.5;b'';1.339261
1.5;85.5;b'';1.3359116
1.5;86.5;b'';1.331998
1.5;87.5;b'';1.3291287
1.5;88.5;b'';1.3253374
1.5;89.5;b'';1.3224083
1.5;90.5;b'';1.3218889
1.5;91.5;b'';1.3202721
1.5;92.5;b'';1.3229673
1.5;93.5;b'';1.3235734
1.5;94.5;b'';1.3308114
1.5;95.5;b'';1.3496008
1.5;96.5;b'';1.3874577
1.5;97.5;b'';1.4236765
1.5;98.5;b'';1.4932734
1.5;99.5;b'';1.5720167
1.5;100.5;b'';1.59907
1.5;101.5;b'';1.547435
1.5;102.5;b'';1.5033412
1.5;103.5;b'';1.4230441
1.5;104.5;b'';1.3514303
1.5;105.5;b'';1.3553909
1.5;106.5;b'';1.3621798
1.5;107.5;b'';1.4175752
1.5;108.5;b'';1.4523661
1.5;109.5;b'';1.5150701
1.5;110.5;b'';1.5387088
1.5;111.5;b'';1.5623584
1.5;112.5;b'';1.571865
1.5;113.5;b'';1.5828245
1.5;114.5;b'';1.5777663
1.5;115.5;b'';1.5668001
1.5;116.5;b'';1.530234
1.5;117.5;b'';1.4975586
1.5;118.5;b'';1.4516095
1.5;119.5;b'';1.4223242
1.5;120.5;b'';1.4151552
1.5;121.5;b'';1.4153947
1.5;122.5;b'';1.3928577
1.5;123.5;b'';1.3846362
1.5;124.5;b'';1.383592
1.5;125.5;b'';1.3721242
1.5;126.5;b'';1.3903623
1.5;127.5;b'';1.4061174
1.5;128.5;b'';1.3867345
1.5;129.5;b'';1.3565891
1.5;130.5;b'';1.3479352
1.5;131.5;b'';1.3482186
1.5;132.5;b'';1.3479948
1.5;133.5;b'';1.3492731
1.5;134.5;b'';1.3488446
1.5;135.5;b'';1.3476347
1.5;136.5;b'';1.348021
1.5;137.5;b'';1.3486532
1.5;138.5;b'';1.3499267
1.5;139.5;b'';1.3510739
1.5;140.5;b'';1.350563
1.5;141.5;b'';1.3515989
1.5;142.5;b'';1.3523649
1.5;143.5;b'';1.3528519
1.5;144.5;b'';1.3531862
1.5;145.5;b'';1.3518659
1.5;146.5;b'';1.350592
1.5;147.5;b'';1.3488617
1.5;148.5;b'';1.3488808
1.5;149.5;b'';1.3487877
1.5;150.5;b'';1.3479807
1.5;151.5;b'';1.3471881
1.5;152.5;b'';1.3474411
1.5;153.5;b'';1.3476804
1.5;154.5;b'';1.3485354
1.5;155.5;b'';1.349872
1.5;156.5;b'';1.3500763
1.5;157.5;b'';1.3505423
1.5;158.5;b'';1.3514464
1.5;159.5;b'';1.3529283
1.5;160.5;b'';1.354417
1.5;161.5;b'';1.3566122
1.5;162.5;b'';1.3575878
1.5;163.5;b'';1.3591255
1.5;164.5;b'';1.3597062
1.5;165.5;b'';1.3618791
1.5;166.5;b'';1.3646042
1.5;167.5;b'';1.3673904
1.5;168.5;b'';1.3699099
1.5;169.5;b'';1.3735418
1.5;170.5;b'';1.3747907
1.5;171.5;b'';1.3784294
1.5;172.5;b'';1.3810273
1.5;173.5;b'';1.3831034
1.5;174.5;b'';1.3855807
1.5;175.5;b'';1.3867514
1.5;176.5;b'';1.3876811
1.5;177.5;b'';1.3912228
1.5;178.5;b'';1.3926778
1.5;179.5;b'';1.3961532
2.5;-179.5;b'';1.3896058
2.5;-178.5;b'';1.391569
2.5;-177.5;b'';1.3944899
2.5;-176.5;b'';1.3971574
2.5;-175.5;b'';1.3995723
2.5;-174.5;b'';1.4024364
2.5;-173.5;b'';1.4052584
2.5;-172.5;b'';1.4098272
2.5;-171.5;b'';1.4120257
2.5;-170.5;b'';1.415875
2.5;-169.5;b'';1.4193207
2.5;-168.5;b'';1.4232762
2.5;-167.5;b'';1.4256703
2.5;-166.5;b'';1.4295665
2.5;-165.5;b'';1.4316976
2.5;-164.5;b'';1.4354029
2.5;-163.5;b'';1.4368191
2.5;-162.5;b'';1.4387901
2.5;-161.5;b'';1.4413061
2.5;-160.5;b'';1.4430033
2.5;-159.5;b'';1.4449033
2.5;-158.5;b'';1.447758
2.5;-157.5;b'';1.4489492
2.5;-156.5;b'';1.4513108
2.5;-155.5;b'';1.453879
2.5;-154.5;b'';1.4567225
2.5;-153.5;b'';1.4603305
2.5;-152.5;b'';1.4636124
2.5;-151.5;b'';1.4654497
2.5;-150.5;b'';1.4697869
2.5;-149.5;b'';1.4722295
2.5;-148.5;b'';1.475949
2.5;-147.5;b'';1.4781883
2.5;-146.5;b'';1.4805695
2.5;-145.5;b'';1.4826581
2.5;-144.5;b'';1.4859148
2.5;-143.5;b'';1.489152
2.5;-142.5;b'';1.4923334
2.5;-141.5;b'';1.4978659
2.5;-140.5;b'';1.5019101
2.5;-139.5;b'';1.5055583
2.5;-138.5;b'';1.5117788
2.5;-137.5;b'';1.515596
2.5;-136.5;b'';1.5202931
2.5;-135.5;b'';1.5290388
2.5;-134.5;b'';1.5343755
2.5;-133.5;b'';1.5428245
2.5;-132.5;b'';1.5512657
2.5;-131.5;b'';1.5582253
2.5;-130.5;b'';1.5659503
2.5;-129.5;b'';1.5729505
2.5;-128.5;b'';1.5817996
2.5;-127.5;b'';1.5901678
2.5;-126.5;b'';1.5981522
2.5;-125.5;b'';1.6074245
2.5;-124.5;b'';1.6194527
2.5;-123.5;b'';1.6311892
2.5;-122.5;b'';1.6429207
2.5;-121.5;b'';1.6537486
2.5;-120.5;b'';1.6611223
2.5;-119.5;b'';1.6699181
2.5;-118.5;b'';1.6804118
2.5;-117.5;b'';1.6868168
2.5;-116.5;b'';1.6952969
2.5;-115.5;b'';1.703092
2.5;-114.5;b'';1.7078322
2.5;-113.5;b'';1.716506
2.5;-112.5;b'';1.7233161
2.5;-111.5;b'';1.7285935
2.5;-110.5;b'';1.7375729
2.5;-109.5;b'';1.7425547
2.5;-108.5;b'';1.7468565
2.5;-107.5;b'';1.7501442
2.5;-106.5;b'';1.7507682
2.5;-105.5;b'';1.7513051
2.5;-104.5;b'';1.7499735
2.5;-103.5;b'';1.750153
2.5;-102.5;b'';1.7470077
2.5;-101.5;b'';1.7461532
2.5;-100.5;b'';1.7415947
2.5;-99.5;b'';1.7362287
2.5;-98.5;b'';1.729581
2.5;-97.5;b'';1.7226526
2.5;-96.5;b'';1.711277
2.5;-95.5;b'';1.7025064
2.5;-94.5;b'';1.6918254
2.5;-93.5;b'';1.6799432
2.5;-92.5;b'';1.6704627
2.5;-91.5;b'';1.6618792
2.5;-90.5;b'';1.652627
2.5;-89.5;b'';1.6457009
2.5;-88.5;b'';1.6356459
2.5;-87.5;b'';1.6245359
2.5;-86.5;b'';1.6141288
2.5;-85.5;b'';1.6021441
2.5;-84.5;b'';1.5934305
2.5;-83.5;b'';1.5778506
2.5;-82.5;b'';1.5681562
2.5;-81.5;b'';1.554872
2.5;-80.5;b'';1.5538263
2.5;-79.5;b'';1.5582255
2.5;-78.5;b'';1.5942905
2.5;-77.5;b'';1.6840466
2.5;-76.5;b'';1.7863067
2.5;-75.5;b'';1.8644737
2.5;-74.5;b'';1.9526739
2.5;-73.5;b'';2.016425
2.5;-72.5;b'';2.016713
2.5;-71.5;b'';1.9920776
2.5;-70.5;b'';1.9825538
2.5;-69.5;b'';1.9681387
2.5;-68.5;b'';1.9839594
2.5;-67.5;b'';2.003387
2.5;-66.5;b'';2.0533986
2.5;-65.5;b'';2.078581
2.5;-64.5;b'';2.1349218
2.5;-63.5;b'';2.2169838
2.5;-62.5;b'';2.2658668
2.5;-61.5;b'';2.2343712
2.5;-60.5;b'';2.2304943
2.5;-59.5;b'';2.2094536
2.5;-58.5;b'';2.143979
2.5;-57.5;b'';2.1279292
2.5;-56.5;b'';2.140389
2.5;-55.5;b'';2.0937972
2.5;-54.5;b'';2.0412219
2.5;-53.5;b'';1.955224
2.5;-52.5;b'';1.8128281
2.5;-51.5;b'';1.5697544
2.5;-50.5;b'';1.404612
2.5;-49.5;b'';1.3446468
2.5;-48.5;b'';1.3203514
2.5;-47.5;b'';1.3206774
2.5;-46.5;b'';1.3180293
2.5;-45.5;b'';1.3154958
2.5;-44.5;b'';1.3140836
2.5;-43.5;b'';1.3135082
2.5;-42.5;b'';1.315407
2.5;-41.5;b'';1.3201545
2.5;-40.5;b'';1.3257483
2.5;-39.5;b'';1.3321307
2.5;-38.5;b'';1.3404728
2.5;-37.5;b'';1.3506709
2.5;-36.5;b'';1.359788
2.5;-35.5;b'';1.3696615
2.5;-34.5;b'';1.3806732
2.5;-33.5;b'';1.3879879
2.5;-32.5;b'';1.3962483
2.5;-31.5;b'';1.4018853
2.5;-30.5;b'';1.40935
2.5;-29.5;b'';1.4145432
2.5;-28.5;b'';1.4210721
2.5;-27.5;b'';1.4237541
2.5;-26.5;b'';1.4266083
2.5;-25.5;b'';1.4287812
2.5;-24.5;b'';1.4286616
2.5;-23.5;b'';1.4275457
2.5;-22.5;b'';1.4268837
2.5;-21.5;b'';1.4261078
2.5;-20.5;b'';1.4243588
2.5;-19.5;b'';1.4218174
2.5;-18.5;b'';1.4203805
2.5;-17.5;b'';1.4155921
2.5;-16.5;b'';1.4122884
2.5;-15.5;b'';1.4082545
2.5;-14.5;b'';1.4031112
2.5;-13.5;b'';1.3972298
2.5;-12.5;b'';1.3913063
2.5;-11.5;b'';1.3844743
2.5;-10.5;b'';1.3762077
2.5;-9.5;b'';1.371646
2.5;-8.5;b'';1.3664694
2.5;-7.5;b'';1.3592921
2.5;-6.5;b'';1.3458219
2.5;-5.5;b'';1.3407282
2.5;-4.5;b'';1.3359421
2.5;-3.5;b'';1.3332527
2.5;-2.5;b'';1.3323476
2.5;-1.5;b'';1.3336923
2.5;-0.5;b'';1.3359736
2.5;0.5;b'';1.340325
2.5;1.5;b'';1.344913
2.5;2.5;b'';1.3512601
2.5;3.5;b'';1.359372
2.5;4.5;b'';1.3650012
2.5;5.5;b'';1.3731686
2.5;6.5;b'';1.3731562
2.5;7.5;b'';1.4008454
2.5;8.5;b'';1.4303854
2.5;9.5;b'';1.5299075
2.5;10.5;b'';1.6267133
2.5;11.5;b'';1.6961222
2.5;12.5;b'';1.6997932
2.5;13.5;b'';1.6860228
2.5;14.5;b'';1.6787691
2.5;15.5;b'';1.6548686
2.5;16.5;b'';1.6236866
2.5;17.5;b'';1.5963485
2.5;18.5;b'';1.6003718
2.5;19.5;b'';1.6177381
2.5;20.5;b'';1.613338
2.5;21.5;b'';1.58993
2.5;22.5;b'';1.5533031
2.5;23.5;b'';1.522027
2.5;24.5;b'';1.5050101
2.5;25.5;b'';1.5133346
2.5;26.5;b'';1.5213903
2.5;27.5;b'';1.5548012
2.5;28.5;b'';1.5479586
2.5;29.5;b'';1.60476
2.5;30.5;b'';1.5259125
2.5;31.5;b'';1.5639671
2.5;32.5;b'';1.5670353
2.5;33.5;b'';1.5597923
2.5;34.5;b'';1.6039416
2.5;35.5;b'';1.6676775
2.5;36.5;b'';1.672061
2.5;37.5;b'';1.6723362
2.5;38.5;b'';1.6896218
2.5;39.5;b'';1.6731158
2.5;40.5;b'';1.6443728
2.5;41.5;b'';1.6038558
2.5;42.5;b'';1.5738907
2.5;43.5;b'';1.5350912
2.5;44.5;b'';1.5104584
2.5;45.5;b'';1.4898261
2.5;46.5;b'';1.4798732
2.5;47.5;b'';1.4785726
2.5;48.5;b'';1.4836351
2.5;49.5;b'';1.4895121
2.5;50.5;b'';1.491462
2.5;51.5;b'';1.4917784
2.5;52.5;b'';1.4902444
2.5;53.5;b'';1.4855222
2.5;54.5;b'';1.4806592
2.5;55.5;b'';1.4729421
2.5;56.5;b'';1.4679117
2.5;57.5;b'';1.4640238
2.5;58.5;b'';1.4565516
2.5;59.5;b'';1.4495078
2.5;60.5;b'';1.4435235
2.5;61.5;b'';1.4343874
2.5;62.5;b'';1.4276934
2.5;63.5;b'';1.4200416
2.5;64.5;b'';1.4140921
2.5;65.5;b'';1.4096024
2.5;66.5;b'';1.4041233
2.5;67.5;b'';1.3969254
2.5;68.5;b'';1.3922205
2.5;69.5;b'';1.387728
2.5;70.5;b'';1.3845615
2.5;71.5;b'';1.3796573
2.5;72.5;b'';1.3759923
2.5;73.5;b'';1.372749
2.5;74.5;b'';1.3681883
2.5;75.5;b'';1.3647885
2.5;76.5;b'';1.3624196
2.5;77.5;b'';1.3604497
2.5;78.5;b'';1.360378
2.5;79.5;b'';1.3596201
2.5;80.5;b'';1.359732
2.5;81.5;b'';1.3580523
2.5;82.5;b'';1.3563105
2.5;83.5;b'';1.352965
2.5;84.5;b'';1.3508754
2.5;85.5;b'';1.3463637
2.5;86.5;b'';1.3424774
2.5;87.5;b'';1.3401419
2.5;88.5;b'';1.3367081
2.5;89.5;b'';1.334481
2.5;90.5;b'';1.3346298
2.5;91.5;b'';1.3329821
2.5;92.5;b'';1.3375331
2.5;93.5;b'';1.3385346
2.5;94.5;b'';1.3499607
2.5;95.5;b'';1.3746378
